BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GCF_000214175.1_ASM21417v1_genomic_NC_015564.1.region001	NC_015564.1	Hoyosella subflava DQS3-9A1, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Hoyosella subflava DQS3-9A1	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Hoyosella
GCF_000214215.1_ASM21421v1_genomic_NC_015559.1.region003	NC_015559.1	Marinomonas posidonica IVIA-Po-181, complete sequence	NRP-siderophore.NRPS	Others	Marinomonas posidonica IVIA-Po-181	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
GCF_000214215.1_ASM21421v1_genomic_NC_015559.1.region005	NC_015559.1	Marinomonas posidonica IVIA-Po-181, complete sequence	NRP-siderophore.NRPS	Others	Marinomonas posidonica IVIA-Po-181	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
GCF_000214235.1_ASM21423v1_genomic_NC_015567.1.region004	NC_015567.1	Serratia plymuthica AS9, complete sequence	NRP-siderophore.NRPS	Others	Serratia plymuthica AS9	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
GCF_000214235.1_ASM21423v1_genomic_NC_015567.1.region010	NC_015567.1	Serratia plymuthica AS9, complete sequence	NRP-siderophore.NRPS	Others	Serratia plymuthica AS9	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
GCF_000214275.2_ASM21427v3_genomic_NZ_CM001475.1.region005	NZ_CM001475.1	Methylomicrobium album BG8 chromosome, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Methylomicrobium album BG8	Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium
GCF_000222105.3_ASM22210v4_genomic_NZ_AFVW02000002.1.region001	NZ_AFVW02000002.1	Mycobacterium colombiense CECT 3035 contig00003A, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Mycobacterium colombiense CECT 3035	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC)
GCF_000224005.2_ASM22400v3_genomic_NZ_CP007031.1.region003	NZ_CP007031.1	Marichromatium purpuratum 984 chromosome, complete genome	NRP-siderophore.NRPS	Others	Marichromatium purpuratum 984	Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium
GCF_000224675.1_ASM22467v1_genomic_NC_015968.1.region001	NC_015968.1	Enterobacter soli, complete sequence	NRP-siderophore.NRPS	Others	Enterobacter soli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter
GCF_000231055.2_ASM23105v3_genomic_NZ_CM001466.1.region004	NZ_CM001466.1	Saccharomonospora azurea NA-128 chromosome, whole genome shotgun sequence	T2PKS.NRPS.NRPS-like.transAT-PKS.NRP-siderophore.T1PKS	Others	Saccharomonospora azurea NA-128	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
GCF_000235425.2_ASM23542v3_genomic_NZ_KI912266.1.region012	NZ_KI912266.1	Frankia saprophytica strain CN3 FrCN3DRAFT_FCB.1, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Frankia saprophytica	Bacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia
GCF_000236805.1_PPe03_genomic_NZ_AGFX01000041.1.region001	NZ_AGFX01000041.1	Paenibacillus peoriae KCTC 3763 contig5, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Paenibacillus peoriae KCTC 3763	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
GCF_000238375.3_ASM23837v4_genomic_NZ_AHBZ03000023.1.region001	NZ_AHBZ03000023.1	Pseudoalteromonas citrea strain DSM 8771 contig023, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Pseudoalteromonas citrea	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
GCF_000241305.1_ASM24130v2_genomic_NZ_BAEH01000036.1.region001	NZ_BAEH01000036.1	Gordonia effusa NBRC 100432, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Gordonia effusa NBRC 100432	Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia
GCF_000242855.2_ASM24285v2_genomic_NC_020272.1.region002	NC_020272.1	Bacillus amyloliquefaciens IT-45, complete sequence	RiPP-like.NRPS.NRP-siderophore	Others	Bacillus amyloliquefaciens IT-45	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
GCF_000243395.2_ASM24339v3_genomic_NZ_CM001484.1.region007	NZ_CM001484.1	Saccharomonospora glauca K62 chromosome, whole genome shotgun sequence	NRP-siderophore.NRPS.betalactone	Others	Saccharomonospora glauca K62	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
GCF_000244975.1_ASM24497v1_genomic_NZ_CM001440.1.region006	NZ_CM001440.1	Saccharomonospora cyanea NA-134 chromosome, whole genome shotgun sequence	NRP-siderophore.arylpolyene.NRPS	Others	Saccharomonospora cyanea NA-134	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
GCF_000247715.1_ASM24771v1_genomic_NC_016906.1.region004	NC_016906.1	Gordonia polyisoprenivorans VH2, complete sequence	NRP-siderophore.NAPAA.NRPS	Others	Gordonia polyisoprenivorans VH2	Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia
GCF_000247715.1_ASM24771v1_genomic_NC_016906.1.region009	NC_016906.1	Gordonia polyisoprenivorans VH2, complete sequence	NRP-siderophore.NRPS	Others	Gordonia polyisoprenivorans VH2	Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia
GCF_000248055.1_ASM24805v2_genomic_NZ_BAFC01000022.1.region002	NZ_BAFC01000022.1	Gordonia sputi NBRC 100414, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Gordonia sputi NBRC 100414	Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia
GCF_000253375.1_ASM25337v1_genomic_NC_015848.1.region011	NC_015848.1	Mycobacterium canettii CIPT 140010059, complete sequence	NRP-siderophore.NRPS	Others	Mycobacterium canettii CIPT 140010059	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis complex
GCF_000255295.1_ASM25529v1_genomic_NC_017030.1.region020	NC_017030.1	Corallococcus coralloides DSM 2259, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Corallococcus coralloides DSM 2259	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Corallococcus
GCF_000258175.1_ASM25817v1_genomic_NZ_JH636049.1.region005	NZ_JH636049.1	Saccharomonospora xinjiangensis XJ-54 Sacxiscaffold_2, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Saccharomonospora xinjiangensis XJ-54	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
GCF_000258575.2_ASM25857v2_genomic_NZ_AJLO02000015.1.region001	NZ_AJLO02000015.1	Stenotrophomonas geniculata N1 contig34, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Stenotrophomonas geniculata N1	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
GCF_000260965.1_ASM26096v1_genomic_NC_017856.1.region003	NC_017856.1	Methylophaga frappieri, complete sequence	NRP-siderophore.NRPS	Others	Methylophaga frappieri	Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga
GCF_000261045.2_ASM26104v2_genomic_NZ_CP015613.1.region004	NZ_CP015613.1	Serratia inhibens PRI-2C chromosome, complete genome	NRP-siderophore.NRPS	Others	Serratia inhibens PRI-2C	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
GCF_000261045.2_ASM26104v2_genomic_NZ_CP015613.1.region010	NZ_CP015613.1	Serratia inhibens PRI-2C chromosome, complete genome	NRP-siderophore.NRPS	Others	Serratia inhibens PRI-2C	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
GCF_000262045.1_KCTC_13613_01_genomic_NZ_AJVF01000039.1.region001	NZ_AJVF01000039.1	Bacillus siamensis KCTC 13613 strain KCTC 13613(T) contig39, whole genome shotgun sequence	RiPP-like.NRPS.NRP-siderophore	Others	Bacillus siamensis KCTC 13613	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
GCF_000262305.1_ASM26230v1_genomic_NC_017910.1.region002	NC_017910.1	Shimwellia blattae DSM 4481 = NBRC 105725, complete sequence	NRP-siderophore.NRPS	Others	Shimwellia blattae DSM 4481 = NBRC 105725	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shimwellia
GCF_000262345.1_Streptomyces_sulphureus_L180_version_1.0_genomic_NZ_AJTQ01000186.1.region001	NZ_AJTQ01000186.1	Streptomyces xiaopingdaonensis strain DUT 180 contig_186, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Streptomyces xiaopingdaonensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCF_000263675.1_ASM26367v2_genomic_NZ_CM001513.1.region004	NZ_CM001513.1	Pseudomonas lactis strain SS101 chromosome, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pseudomonas lactis	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_000264455.2_ASM26445v2_genomic_NC_017966.1.region001	NC_017966.1	Tistrella mobilis KA081020-065 plasmid pTM2, complete sequence	NRP-siderophore.proteusin.NRPS.phosphonate	Others	Tistrella mobilis KA081020-065	Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Tistrella
GCF_000270245.1_ASM27024v1_genomic_NC_015635.1.region003	NC_015635.1	Microlunatus phosphovorus NM-1, complete sequence	NRP-siderophore.NRPS-like.NRPS	Others	Microlunatus phosphovorus NM-1	Bacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus
GCF_000277125.1_ASM27712v1_genomic_NC_016946.1.region008	NC_016946.1	Mycobacterium intracellulare ATCC 13950, complete sequence	NRP-siderophore.NRPS	Others	Mycobacterium intracellulare ATCC 13950	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC)
GCF_000281085.1_ASM28108v1_genomic_NZ_JH767537.1.region001	NZ_JH767537.1	Catenovulum agarivorans YM01 Scaffold18, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Catenovulum agarivorans YM01	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Catenovulum
GCF_000284035.1_ASM28403v1_genomic_NC_016887.1.region003	NC_016887.1	Nocardia cyriacigeorgica GUH-2, complete sequence	terpene.NRPS.NRP-siderophore	Others	Nocardia cyriacigeorgica GUH-2	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_000284035.1_ASM28403v1_genomic_NC_016887.1.region011	NC_016887.1	Nocardia cyriacigeorgica GUH-2, complete sequence	NRP-siderophore.NRPS	Others	Nocardia cyriacigeorgica GUH-2	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_000285555.1_ASM28555v1_genomic_NZ_HE610996.1.region001	NZ_HE610996.1	Kurthia massiliensis strain JC30, whole genome shotgun sequence	NRP-siderophore.NRPS.betalactone	Others	Kurthia massiliensis	Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia
GCF_000299035.1_ASM29903v1_genomic_NZ_AKCS01000005.1.region003	NZ_AKCS01000005.1	Bacillus bingmayongensis strain FJAT-13831 Scaffold3_1, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Bacillus bingmayongensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
GCF_000299335.2_ASM29933v2_genomic_NZ_CP004387.1.region001	NZ_CP004387.1	Alcanivorax pacificus W11-5 chromosome, complete genome	NRP-siderophore.NRPS.T1PKS	Others	Alcanivorax pacificus W11-5	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
GCF_000300005.1_ASM30000v1_genomic_NC_018691.1.region003	NC_018691.1	Alcanivorax dieselolei B5, complete sequence	NRP-siderophore.NRPS	Others	Alcanivorax dieselolei B5	Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
GCF_000300095.1_ASM30009v1_genomic_NC_018695.1.region001	NC_018695.1	Paraburkholderia phenoliruptrix BR3459a chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Paraburkholderia phenoliruptrix BR3459a	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
GCF_000308655.1_ASM30865v1_genomic_NZ_BAGC01000008.1.region001	NZ_BAGC01000008.1	Nocardia niigatensis NBRC 100131, whole genome shotgun sequence	terpene.NRPS.NRP-siderophore	Others	Nocardia niigatensis NBRC 100131	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_000308675.1_ASM30867v1_genomic_NZ_BAGE01000018.1.region001	NZ_BAGE01000018.1	Nocardia paucivorans NBRC 100373, whole genome shotgun sequence	NRP-siderophore.NRPS-like.NRPS.terpene	Others	Nocardia paucivorans NBRC 100373	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_000308695.1_ASM30869v1_genomic_NZ_BAGG01000019.1.region002	NZ_BAGG01000019.1	Nocardia takedensis NBRC 100417, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Nocardia takedensis NBRC 100417	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_000308755.1_ASM30875v1_genomic_NZ_BAGF01000016.1.region001	NZ_BAGF01000016.1	Nocardia pneumoniae NBRC 100136, whole genome shotgun sequence	NRP-siderophore.NRPS.ranthipeptide	Others	Nocardia pneumoniae NBRC 100136	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_000308775.1_ASM30877v1_genomic_NZ_BAGJ01000029.1.region001	NZ_BAGJ01000029.1	Nocardia testacea NBRC 100365, whole genome shotgun sequence	terpene.NRPS.NRP-siderophore	Others	Nocardia testacea NBRC 100365	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_000308815.1_ASM30881v1_genomic_NZ_BAFX01000020.1.region001	NZ_BAFX01000020.1	Nocardia concava NBRC 100430, whole genome shotgun sequence	terpene.NRPS.NRP-siderophore	Others	Nocardia concava NBRC 100430	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_000310225.1_ASM31022v1_genomic_NZ_AMXF01000001.1.region001	NZ_AMXF01000001.1	Thauera phenylacetica B4P Cont1, whole genome shotgun sequence	NRP-siderophore.hserlactone.NRPS.T1PKS	Others	Thauera phenylacetica B4P	Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera
GCF_000312485.1_ASM31248v1_genomic_NZ_HE997643.1.region003	NZ_HE997643.1	Yersinia massiliensis CCUG 53443, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Yersinia massiliensis CCUG 53443	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
GCF_000314895.2_ASM31489v2_genomic_NZ_CM001773.1.region002	NZ_CM001773.1	Providencia sneebia DSM 19967 chromosome, whole genome shotgun sequence	NRP-siderophore.NRPS-like.NRPS.betalactone	Others	Providencia sneebia DSM 19967	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia
GCF_000315565.1_ASM31556v1_genomic_NZ_JH992901.1.region011	NZ_JH992901.1	Mastigocladopsis repens PCC 10914 Mas10914DRAFT_scaffold1.1, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Mastigocladopsis repens PCC 10914	Bacteria,Cyanobacteria,Nostocales,Symphyonemataceae,Mastigocladopsis
GCF_000317105.1_ASM31710v1_genomic_NC_019693.1.region006	NC_019693.1	Oscillatoria acuminata PCC 6304, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Oscillatoria acuminata PCC 6304	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Oscillatoria
GCF_000317125.1_ASM31712v1_genomic_NC_019695.1.region010	NC_019695.1	Chroococcidiopsis thermalis PCC 7203, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Chroococcidiopsis thermalis PCC 7203	Bacteria,Cyanobacteria,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis
GCF_000317125.1_ASM31712v1_genomic_NC_019695.1.region011	NC_019695.1	Chroococcidiopsis thermalis PCC 7203, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Chroococcidiopsis thermalis PCC 7203	Bacteria,Cyanobacteria,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis
GCF_000317145.1_ASM31714v1_genomic_NC_019697.1.region008	NC_019697.1	Chamaesiphon minutus PCC 6605, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Chamaesiphon minutus PCC 6605	Bacteria,Cyanobacteria,Synechococcales,Chamaesiphonaceae,Chamaesiphon
GCF_000317475.1_ASM31747v1_genomic_NC_019729.1.region005	NC_019729.1	Oscillatoria nigro-viridis PCC 7112, complete sequence	NRP-siderophore.NRPS	Others	Oscillatoria nigro-viridis PCC 7112	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Oscillatoria
GCF_000317495.1_ASM31749v1_genomic_NC_019753.1.region001	NC_019753.1	Crinalium epipsammum PCC 9333, complete sequence	NRP-siderophore.NRPS	Others	Crinalium epipsammum PCC 9333	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Gomontiellaceae,Crinalium
GCF_000317515.1_ASM31751v1_genomic_NC_019738.1.region002	NC_019738.1	Allocoleopsis franciscana PCC 7113, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Allocoleopsis franciscana PCC 7113	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Coleofasciculaceae,Allocoleopsis,Allocoleopsis franciscana
GCF_000317535.1_ASM31753v1_genomic_NC_019757.1.region006	NC_019757.1	Cylindrospermum stagnale PCC 7417, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Cylindrospermum stagnale PCC 7417	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Cylindrospermum
GCF_000317575.1_ASM31757v1_genomic_NC_019748.1.region010	NC_019748.1	Stanieria cyanosphaera PCC 7437, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Stanieria cyanosphaera PCC 7437	Bacteria,Cyanobacteria,Pleurocapsales,Dermocarpellaceae,Stanieria
GCF_000317695.1_ASM31769v1_genomic_NC_019771.1.region015	NC_019771.1	Anabaena cylindrica PCC 7122, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Anabaena cylindrica PCC 7122	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena
GCF_000318135.1_ASM31813v1_genomic_NZ_KB290820.1.region001	NZ_KB290820.1	Corynebacterium durum F0235 Scfld124, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Corynebacterium durum F0235	Bacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
GCF_000321005.1_ASM32100v2_genomic_NZ_HE578907.1.region002	NZ_HE578907.1	Anaerococcus senegalensis JC48 strain type strain: JC17, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Anaerococcus senegalensis JC48	Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus
GCF_000328705.1_ASM32870v1_genomic_NC_019673.1.region010	NC_019673.1	Saccharothrix espanaensis DSM 44229, complete sequence	NRP-siderophore.NRPS	Others	Saccharothrix espanaensis DSM 44229	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix
GCF_000330885.1_ASM33088v1_genomic_NC_020062.1.region003	NC_020062.1	Rhizobium tropici CIAT 899 plasmid pRtrCIAT899c, complete sequence	NRP-siderophore.NRPS	Others	Rhizobium tropici CIAT 899	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
GCF_000331185.2_ASM33118v2_genomic_NZ_CP048261.1.region022	NZ_CP048261.1	Streptomyces rimosus subsp. rimosus ATCC 10970 chromosome, complete genome	indole.NRPS.NRPS-like.NRP-siderophore.betalactone	Others	Streptomyces rimosus subsp. rimosus ATCC 10970	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GCF_000331735.1_ASM33173v1_genomic_NC_020126.1.region016	NC_020126.1	Myxococcus stipitatus DSM 14675, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Myxococcus stipitatus DSM 14675	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
GCF_000332155.1_ASM33215v1_genomic_NZ_KB235898.1.region003	NZ_KB235898.1	Kamptonema formosum PCC 6407 Oscil6407scaffold_1, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Kamptonema formosum PCC 6407	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Kamptonema
GCF_000332295.1_ASM33229v1_genomic_NZ_KB235930.1.region006	NZ_KB235930.1	Fortiea contorta PCC 7126 Mic7126DRAFT_MPQ.3, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Fortiea contorta PCC 7126	Bacteria,Cyanobacteria,Nostocales,Fortieaceae,Fortiea
GCF_000332295.1_ASM33229v1_genomic_NZ_KB235930.1.region008	NZ_KB235930.1	Fortiea contorta PCC 7126 Mic7126DRAFT_MPQ.3, whole genome shotgun sequence	NRP-siderophore.NRPS-like.NRPS.T1PKS	Others	Fortiea contorta PCC 7126	Bacteria,Cyanobacteria,Nostocales,Fortieaceae,Fortiea
GCF_000332975.1_ASM33297v1_genomic_NZ_BANR01000005.1.region002	NZ_BANR01000005.1	Gordonia aichiensis NBRC 108223, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Gordonia aichiensis NBRC 108223	Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia
GCF_000333035.1_ASM33303v1_genomic_NZ_BANU01000011.1.region001	NZ_BANU01000011.1	Gordonia sihwensis NBRC 108236, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Gordonia sihwensis NBRC 108236	Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia
