ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","Oxygen tolerance"
8138,SW-100,"CCUG 56483, KCTC 12260, DSM 16313, KTCC 12260",1,"Acinetobacter seohaensis",281376.12,aerobe
,,,,,GCA_018403785,
23129,AK001,"DSM 19415, CIP 110587, CCUG 56015",1,"Acinetobacter septicus",465797.3,aerobe
159774,WCHAc060041,"CCTCC AB 2018118, GDMCC 1.1383, KCTC 62575",1,"Acinetobacter sichuanensis",2814123059,aerobe
,,,,,GCA_003024515,
8143,"B1, CR11, IBFC2009","DSM 22956, JCM 15062, KCTC 22184, CCUG 59023, KCTC 22814, CIP 110264, CCTCC AB 209162",1,"Acinetobacter soli",1217676.3,aerobe
,,,,,2565956696,
,,,,,2660238584,
,,,,,487316.5,
,,,,,BBNM00000000,
,,,,,GCA_000368705,
,,,,,GCA_000760595,
8130,7N16,"DSM 14971, CIP 107465, CCUG 50768",1,"Acinetobacter tjernbergiae",1120928.3,aerobe
,,,,,1120928.5,
,,,,,202955.4,
,,,,,2517572243,
,,,,,2565956679,
,,,,,2700989278,
,,,,,GCA_000374425,
,,,,,GCA_000488175,
,,,,,GCA_000759995,
8123,AB1110,"DSM 14962, CIP 107472, CCUG 50769, CCM 7201",1,"Acinetobacter towneri",1120929.3,aerobe
,,,,,1120929.6,
,,,,,2556921621,
,,,,,2565956698,
,,,,,GCA_000368785,
,,,,,GCA_000688495,
8135,,"CCUG 45559, ATCC BAA 617, KCTC 12410, CCM 7024, CIP 107286, DSM 16037, CNCTC 6735, LMG 19575, NIPH 137",1,"Acinetobacter ursingii",108980.91,aerobe
,,,,,2547132306,
,,,,,2565956639,
,,,,,981336.4,
,,,,,981336.6,
,,,,,GCA_000248135,
,,,,,GCA_000368825,
8144,"RAG-1, Vaneechoutte ACI 403","KCTC 2702, BCRC 14357, DSM 23050, ATCC 31012, CCUG 45561, LMG 19082, LUH 3904, NIPH 1925",1,"Acinetobacter venetianus",2551306081,aerobe
,,,,,2565956684,
139493,,"CIP 110483, NIPH 2168, RUH 65, CCUG 67967, CCM 8642",1,"Acinetobacter vivianii",1217706.3,aerobe
,,,,,1776742.3,"obligate aerobe"
,,,,,2565956661,
,,,,,GCA_000369705,
,,,,,GCA_014635885,
159758,WCHA60,"CCTCC AB 2016204, GDMCC 1.1100, KCTC 52505",1,"Acinetobacter wuhouensis",2767802240,aerobe
,,,,,GCA_001696605,
24522,R46,"DSM 28448, CECT 7668, KCTC 23349",1,"Actibacterium mucosum",1454373.5,aerobe
,,,,,2576861736,
,,,,,2667527933,
,,,,,GCA_000647975,
141146,JN33,"CGMCC 1.16012, KCTC 52653, DSM 109121",1,"Actibacterium pelagium",2029103.7,aerobe
,,,,,2832254508,
,,,,,GCA_002285415,
,,,,,GCA_014644355,
141055,LS-811,"BCRC 80823, JCM 30681",1,"Actibacterium ureilyticum",2832212542,aerobe
,,,,,GCA_002285435,
,,,,,NSBT00000000,
13193,RMV-1378,"DSM 44848, JCM 12472, MTCC 6194, BCRC 16823, CBS 11706, CIP 109023, NBRC 102582, NCIMB 14384",1,"Actinoalloteichus spitiensis",1114962.3,aerobe
,,,,,2563366745,
,,,,,AGVX00000000,
,,,,,GCA_000239155,
11679,,"CIP 107665, DSM 22256, ATCC 49236, CCUG 41384, CIP 53.130, NCTC 4189",1,"Actinobacillus lignieresii",2808606643,aerobe
,,,,,720.4,
,,,,,GCA_900444945,
11672,,"DSM 13472, ATCC 27088, CCM 5869, Shope 4074",1,"Actinobacillus pleuropneumoniae",715.77,microaerophile
11684,NM319,"DSM 22435, CCUG 38924, CIP 105315",1,"Actinobacillus porcinus",GCA_900773985,aerobe
,,,,,GCA_901764995,microaerophile
11687,130Z,"DSM 22257, ATCC 55618, CCUG 43843, CIP 106512",1,"Actinobacillus succinogenes",339671.7,aerobe
,,,,,640753001,
11682,,"DSM 22433, ATCC 33415, CCM 5586, CCUG 11624, CIP 103354, NCTC 12996",1,"Actinobacillus suis",2597489880,microaerophile
,,,,,2773858066,
,,,,,716.12,
,,,,,743972.3,
,,,,,GCA_000739435,
,,,,,GCA_900187155,
11670,3520/59,"DSM 5568, ATCC 25976, NCTC 10219, CCUG 2139",1,"Actinobacillus ureae",649989900,microaerophile
,,,,,887324.3,
,,,,,GCA_000188255,
132079,"FC1, FC3","DSM 100580, CSUR P1982",1,"Actinobaculum massiliense",2811995073,anaerobe
,,,,,GCA_001457435,microaerophile
144,,"DSM 20639, ATCC 33144, CCUG 19206, CIP 105361, LMG 18291, Soltys 50052",1,"Actinobaculum suis",1657.8,anaerobe
,,,,,2675903157,"obligate anaerobe"
,,,,,GCA_900102025,
7797,CS5-AC17,"DSM 45178, JCM 16894, NBRC 107355, NRRL B-24660",1,"Actinocatenispora rupis",519421.3,aerobe
,,,,,GCA_016861975,
7795,TT2-10,"DSM 44816, JCM 12343, PCU 235, BCRC 16831, CGMCC 4.5560, CIP 109347, NBRC 105041, NCIMB 14320",1,"Actinocatenispora thailandica",227318.3,aerobe
,,,,,GCA_016865425,
132014,OB1,"DSM 45618, ATCC BAA 2771",1,"Actinocrinis puniceicyclus",977794.5,aerobe
,,,,,GCA_018283645,
132668,MI503-A4,"DSM 45934, NBRC 109632",1,"Actinocrispum wychmicini",1213861.3,aerobe
,,,,,2799112271,
,,,,,GCA_004345645,
13511,03-9939,"DSM 45114, CCM 7461, KCTC 19294, JCM 17965, NBRC 106985",1,"Actinokineospora alba",2775506708,aerobe
,,,,,504798.7,
,,,,,FNDV00000000,
,,,,,GCA_004362515,
,,,,,SNXU00000000,
24443,44EHW,"DSM 46700, BCC 53155, NBRC 108932",1,"Actinokineospora bangkokensis",2865852738,aerobe
,,,,,GCA_001940455,
13199,,"DSM 44255, IFO 15665, JCM 9921, KCTC 9569, MTCC 2687, NBRC 15665, IMSNU 22098, NCIMB 13657, NRRL B-24047, VKM Ac-1984",1,"Actinokineospora diospyrosa",2596583538,aerobe
13200,,"DSM 44256, IFO 15664, JCM 9922, KCTC 9570, MTCC 2686, NBRC 15664, NCIMB 13658, NRRL B-24048, VKM Ac-1981",1,"Actinokineospora globicatena",2596583621,aerobe
13202,,"DSM 44258, IFO 15663, JCM 9923, KCTC 9571, MTCC 2685, NBRC 15663, NCIMB 13659, NRRL B-24050, VKM Ac-1982",1,"Actinokineospora inagensis",1120935.3,aerobe
,,,,,2528768220,
,,,,,AXWW00000000,
,,,,,GCA_000482865,
13204,,"DSM 44260, IFO 15668, JCM 9924, KCTC 9572, MTCC 2688, NBRC 15668, IMSNU 22094, NCIMB 13660, NRRL B-24049, VKM Ac-1983",1,"Actinokineospora terrae",155974.4,aerobe
,,,,,2616644847,
,,,,,FOGI00000000,
,,,,,GCA_900111175,
16996,3-46-b(3),"DSM 45347, JCM 13933, MTCC 8057",1,"Actinomadura bangladeshensis",2866640805,aerobe
,,,,,453573.3,
,,,,,GCA_004348335,
,,,,,SMJW00000000,
158480,LHW63021,"DSM 106125, CCTCC AA 2018015",1,"Actinomadura craniellae",2856664274,aerobe
,,,,,GCA_003289645,
,,,,,QLYX00000000,
130742,DLS-70,"DSM 45941, KCTC 29224",1,"Actinomadura darangshiensis",2866841126,aerobe
,,,,,705336.3,
,,,,,GCA_004349235,
16999,,"DSM 45200, CCTCC AA 208017, JCM 16896, YIM 61435",1,"Actinomadura flavalba",2518645623,aerobe
,,,,,561175.3,
,,,,,ARFO00000000,
,,,,,GCA_000374305,
17005,A8036,"DSM 45508, KCTC 19868, JCM 19952",1,"Actinomadura geliboluensis",GCA_005889745,aerobe
16929,"SSC 1256, 13-363","DSM 43764, ATCC 31588, CCRC 13146, IFO 14229, IMET 9741, JCM 3306, KCTC 9129, NBRC 14229, NCIMB 13755, NRRL 12069, NRRL B-16121, VKM Ac-874, BCRC 13416, CGMCC 4.2099, IMSNU 20006, MTCC 707, NRRL B-16261, BCRC 13146, IFO (now NBRC) 14229, SCC 1256",1,"Actinomadura kijaniata",1220561.3,aerobe
,,,,,2731957573,
,,,,,651717042,
,,,,,BCQR00000000,
,,,,,GCA_001552175,
16981,"1065, A 10","DSM 43382, ATCC BAA 277, JCM 10674, CCUG 48293, IFM 0961, NBRC 106108",1,"Actinomadura latina",1220563.3,aerobe
,,,,,2731957574,
,,,,,BCQS00000000,
,,,,,GCA_001552195,
,,,,,JAAXPI000000000,
159574,NEAU-G17,"DSM 105122, CGMCC 4.7411",1,"Actinomadura logoneensis",2841009013,aerobe
,,,,,GCA_003428695,
,,,,,QURH00000000,
140490,CYP1-1B,"JCM 16995, KCTC 39784, PCU 349, TISTR 2400",1,"Actinomadura montaniterrae",2898631135,aerobe
,,,,,GCA_008923365,
164563,LD22,"JCM 33455, CCTCC AA 2018050",1,"Actinomadura physcomitrii",2898562265,aerobe
,,,,,GCA_008923205,
,,,,,WBMS00000000,
166237,,"LMG 30035, CECT 9808, ATCC 53664",1,"Actinomadura roseirufa",111802.3,aerobe
,,,,,2094049.3,
,,,,,GCA_900659635,
17003,CS5-AC15,"DSM 45251, KCTC 19559",1,"Actinomadura rupiterrae",2863206357,aerobe
177,M1327/95/1,"DSM 15435, CCUG 37421, CIP 106647",1,"Actinomyces bowdenii",131109.7,"facultative anaerobe"
,,,,,GCA_017592395,microaerophile
189,R18165,"DSM 19115, CCUG 48064, CIP 108337, KCTC 15232",1,"Actinomyces dentalis",1120941.3,anaerobe
,,,,,2523533597,
,,,,,AUBL00000000,
,,,,,GCA_000429225,
149,Sh8/4303,"DSM 20671, ATCC 43322, NCTC 11490, CCUG 32758",1,"Actinomyces denticolens",2808606642,anaerobe
,,,,,52767.4,microaerophile
,,,,,52767.5,
,,,,,52767.7,
,,,,,GCA_001995055,
,,,,,GCA_002072185,
,,,,,GCA_900445045,
140372,pika_113,"DSM 104049, CGMCC 4.7372",1,"Actinomyces gaoshouyii",1960083.5,"facultative anaerobe"
,,,,,GCA_002072175,
,,,,,GCA_014646495,
159,2-606-032,"DSM 6844, ATCC 23860, CDC W838, CIP 105418, JCM 12963, VPI 12594, CCUG 32936, CCUG 34703",1,"Actinomyces gerencseriae",1120943.3,anaerobe
,,,,,2524023137,microaerophile
,,,,,AUBN00000000,
,,,,,GCA_000429265,
147057,,"CCUG 32757, ATCC 43323, NCTC 11636",1,"Actinomyces howellii",2867030179,anaerobe
,,,,,52771.3,microaerophile
,,,,,GCA_900637165,
151,,"DSM 43320, ATCC 12102, JCM 12964, CCUG 18307, IMET 10792, CCUG 2271, NIH 277, WVU 46, CIP 103259, KCTC 15377, NCTC 12972",1,"Actinomyces israelii",1120944.3,anaerobe
,,,,,1659.4,
,,,,,2565956542,
,,,,,2843235134,
,,,,,JONS00000000,
,,,,,LR134357,
190,"genospecies WVA 963, VPI D135D-26, genospecies(serotype) WVA 963","DSM 23038, ATCC 49338, CCUG 34287, KCTC 15157, JCM 16129, VPI D135D-26",1,"Actinomyces johnsonii",544581.4,anaerobe
,,,,,GCA_006546835,
,,,,,VICB00000000,
,,,,,VXKM00000000,
166249,2129,"CGMCC 4.7483, DSM 106426",1,"Actinomyces lilanjuaniae",CP032514,"facultative anaerobe"
,,,,,GCA_003606385,
192,4401292,"DSM 23047, CCUG 53522, KCTC 15158, CSUR P18, JCM 16130",1,"Actinomyces massiliensis",1167628.4,anaerobe
,,,,,2548876973,microaerophile
,,,,,AKIO00000000,
,,,,,GCA_000269805,
154,,"DSM 43013, ATCC 12104, CCUG 2238, NCTC 10301, CDC W826, JCM 8349, NIH 279, WVU 45, CCUG 18310, CIP 103128",1,"Actinomyces naeslundii",1655.49,anaerobe
,,,,,2531839542,
,,,,,GCA_001956585,
,,,,,MSRR00000000,
187,R5292,"KCTC 15234, DSM 17234, CCUG 46090, CIP 107639, Hall R5292, JCM 17565",1,"Actinomyces oricola",2867461147,anaerobe
,,,,,GCA_004104015,"facultative anaerobe"
,,,,,RYFV00000000,
176,"AO 96-06841","DSM 15433, CCUG 36733, CIP 106352",1,"Actinomyces radicidentis",111015.3,microaerophile
,,,,,2687453525,
,,,,,GCA_001553565,
23522,B71,"DSM 27982, CGMCC 1.5030, JCM 13352, CIP 109388",1,"Actinomyces ruminicola",2651870319,"obligate anaerobe"
,,,,,332524.10,
,,,,,FNIM00000000,
,,,,,GCA_900103885,
193,7400942,"KCTC 15137, DSM 23838, CCUG 55928, CSUR P35",1,"Actinomyces timonensis",2548877015,anaerobe
,,,,,521393.3,microaerophile
,,,,,AKGF00000000.1,
,,,,,GCA_000295095,
178,,"DSM 15434, CCUG 38702, CIP 106421",1,"Actinomyces urogenitalis",525246.3,"facultative anaerobe"
,,,,,643886015,microaerophile
,,,,,GCA_000159035,
157,,"DSM 43327, ATCC 15987, CCUG 14476, NCTC 10951, WVU 745, NIH T-6, JCM 8353, CCUG 35450, CECT 488, CIP 103147, KCTC 15382, NBIMCC 71",1,"Actinomyces viscosus",1656.7,anaerobe
,,,,,1656.9,microaerophile
,,,,,2868063378,
,,,,,2868359304,
,,,,,GCA_004525795,
,,,,,GCA_900637975,
,,,,,LR134477,
,,,,,SPDW00000000,
140287,VUL7,"DSM 103437, CGMCC 4.7366",1,"Actinomyces vulturis",2791355098,"facultative anaerobe"
,,,,,GCA_001687305,
196,"2298, 2298/06","DSM 24894, CCM 7951, CCUG 61299, CIP 110333, LMG 26472",1,"Actinomyces weissii",675090.3,anaerobe
,,,,,GCA_016598775,microaerophile
13499,,"DSM 45062, JCM 15998, NBRC 104400, YIM 0006, CCTCC AA 205017, TBRC 8064",1,"Actinomycetospora chiangmaiensis",1120948.3,aerobe
,,,,,2515154015,
,,,,,ARBI00000000,
,,,,,GCA_000379625,
132566,MB20,"DSM 46746, CECT 8960",1,"Actinophytocola algeriensis",1768010.3,aerobe
,,,,,1768010.4,
,,,,,2863340477,
,,,,,2870820038,
,,,,,GCA_014203735,
,,,,,GCA_014874055,
13512,,"DSM 45499, BCC 31372, NBRC 105245, JCM 17236, TBRC 158",1,"Actinophytocola oryzae",2728369520,aerobe
,,,,,502181.3,
,,,,,GCA_004364325,
,,,,,SOCP00000000,
133108,11-183,"KCTC 39690, MCCC 1K02062, DSM 109075",1,"Actinophytocola xanthii",2791354901,aerobe
,,,,,GCA_001921205,
7847,A4029,"DSM 45518, KCTC 19984, NRRL B-24835, JCM 19953, NBRC 110796",1,"Actinoplanes abujensis",2870584755,aerobe
,,,,,882441.3,
,,,,,882441.4,
,,,,,GCA_014204895,
,,,,,GCA_016861995,
23114,Y16,"DSM 45850, CGMCC 4.6857, JCM 17700",1,"Actinoplanes atraurantiacus",1036182.3,aerobe
,,,,,2675903134,
,,,,,GCA_900215205,
,,,,,OBDY00000000,
7841,GW8-1761,"CCUG 53409, DSM 45050, CIP 109316, JCM 15999, NBRC 106145",1,"Actinoplanes couchii",2917960780,aerobe
,,,,,403638.3,
,,,,,GCA_016862075,
7840,,"DSM 45797, CCUG 63250, JCM 31203, DSM 7358, HAG 010964",1,"Actinoplanes friuliensis",1246995.3,aerobe
,,,,,2554235379,
,,,,,CP006272,
,,,,,GCA_000494755,
7839,"A/6353, FH 2244","DSM 43865, ATCC 31048, BCRC 12121, CBS 355.75, IFO 13997, IMSNU 22127, JCM 3250, KCC A-0250, KCTC 9536, NBRC 13997, NCIMB 12636, NRRL B-16723, SANK 62178, CGMCC 4.5521",1,"Actinoplanes liguriensis",JNYN00000000,aerobe
7809,"UNCC 431","DSM 43046, ATCC 14538, CBS 188.64, IFO 13243, KCC A-0121, NBRC 13243, JCM 3121, BCRC 13335, CGMCC 4.1488, IFM 1250, IMET 9249, IMSNU 22051, KCTC 1780, NBIMCC 2232, NBRC 102363, NCIMB 12654, NRRL B-3342, VTT E-82151",1,"Actinoplanes missouriensis",2513237176,aerobe
,,,,,512565.3,
,,,,,AP012319,
130440,"A-T 6646","DSM 46706, BCC 46194, NBRC 109076",1,"Actinoplanes siamensis",1223317.3,aerobe
,,,,,GCA_016862395,
164277,,"JCM 32512, CGMCC 4.7580, LAM 7112",1,"Actinoplanes solisilvae",RJAC00000000,aerobe
7818,"AB 8327, FH 2149","DSM 43866, ATCC 31121, BCRC 12106, FERM P-3462, IFO 13999, IMET 9254, IMSNU 20043, JCM 3252, KCC A-0252, KCTC 9543, NBRC 13999, NCIMB 12640, NRRL B-16726, SANK 60479, BCC 49180, NBIMCC 2300, TBRC 172",1,"Actinoplanes teichomyceticus",1867.3,aerobe
,,,,,1867.7,
,,,,,2818991480,
,,,,,2856816149,
,,,,,457423.5,
,,,,,651716759,
,,,,,CP023865,
,,,,,GCA_003711105,
,,,,,GCA_007829915,
,,,,,GCA_016862415,
7844,MN07-A0371,"DSM 45572, NBRC 105297, VTCC D9-10",1,"Actinoplanes tereljensis",2919860931,aerobe
,,,,,571912.3,
,,,,,GCA_016862435,
7845,MN07-A0368,"DSM 45573, NBRC 105298, VTCC D9-11",1,"Actinoplanes toevensis",571911.3,aerobe
,,,,,GCA_018332695,
7843,03-8772,"DSM 45184, CCM 7527, KCTC 19461, JCM 16606, NBRC 106528",1,"Actinoplanes xinjiangensis",2695420963,aerobe
,,,,,512350.3,
,,,,,512350.4,
,,,,,GCA_003148685,
,,,,,GCA_016862475,
,,,,,QGGR00000000,
11160,,"DSM 45243, CCTCC AA 208030, JCM 16897, YIM 48868",1,"Actinopolymorpha alba",1120950.3,aerobe
,,,,,2515154155,
,,,,,AREV00000000,
,,,,,GCA_000373925,
11161,"06-2230, I06-2230, 5DSM 45117, 5CCM 7466","DSM 45117, CCM 7466, KCTC 19293, JCM 17964, CPCC 202808",1,"Actinopolymorpha cephalotaxi",2675903058,aerobe
,,,,,2827628540,
,,,,,504797.4,
,,,,,504797.5,
,,,,,FOOI00000000,
,,,,,GCA_013408535,
,,,,,GCA_900113145,
,,,,,JACBZA000000000,
11159,,"DSM 18448, CCTCC AA 206004, JCM 16537, YIM 45725",1,"Actinopolymorpha rutila",2830934857,aerobe
,,,,,446787.3,
,,,,,GCA_013407855,
,,,,,JACBZH000000000,
11158,"IM 7744","DSM 22024, CIP 107343, JCM 10761, KCTC 19907, NBRC 100040, NRRL B-24113, NCIMB 14324",1,"Actinopolymorpha singaporensis",117157.3,aerobe
,,,,,2636416006,
,,,,,GCA_900104745,
,,,,,LT629732,
24729,,"DSM 46731, CCTCC AA 2012020, KCTC 19657, TRM 40139, JCM 31477",1,"Actinopolyspora lacussalsi",2923466178,aerobe
24730,H55,"DSM 45460, CCUG 62965",1,"Actinopolyspora mzabensis",2619619027,aerobe
,,,,,995066.3,
,,,,,GCA_900101095,
24731,H23,"DSM 45501, CCUG 63368, MTCC 11562",1,"Actinopolyspora righensis",2616644808,aerobe
,,,,,995060.3,
,,,,,GCA_900116555,
24728,H32,"DSM 45459, CCUG 63367, MTCC 11557, JCM 30062",1,"Actinopolyspora saharensis",2634166628,aerobe
,,,,,995062.3,
,,,,,FNKO00000000,
,,,,,GCA_900100925,
24727,,"DSM 46732, CCTCC AA 209080, KCTC 19656, TRM 40136, JCM 31478",1,"Actinopolyspora xinjiangensis",2619619031,aerobe
,,,,,405564.4,
,,,,,FNJR00000000,
,,,,,GCA_900104475,
131391,,"DSM 46770, JCM 30099, KCTC 29480, YIM 690008",1,"Actinorugispora endophytica",1605990.4,aerobe
,,,,,2795385473,
,,,,,GCA_004363075,
,,,,,SNYN00000000,
17634,GE134766,"DSM 44926, NRRL B-24431, JCM 14896, BCRC 16838, NBRC 102107",1,"Actinospica acidiphila",JNYX00000000,aerobe
17635,GE134769,"DSM 44927, JCM 14908, NRRL B-24432, BCRC 16839, NBRC 102112",1,"Actinospica robiniae",2510065062,aerobe
,,,,,479430.3,
,,,,,AZAN00000000,
,,,,,GCA_000504285,
133106,EBR-4-2,"KCTC 33604, JCM 30447",1,"Actinotalea caeni",1348467.3,aerobe
,,,,,2890385099,
,,,,,GCA_009733795,
,,,,,WNXX00000000,
133962,CF5-4,"KCTC 29134, CCTCC AB 2012198, DSM 112671, JCM 31479",1,"Actinotalea ferrariae",2588254172,aerobe
,,,,,948458.3,
,,,,,AXCW00000000,
,,,,,GCA_000603945,
158625,THG-T121,"KACC 19191, CGMCC 4.7389, JCM 32747",1,"Actinotalea solisilvae",2072922.3,aerobe
,,,,,GCA_016464425,
130140,IMMIBL-2199,"DSM 26039, CCUG 64068",1,"Actinotignum sanguinis",1445614.3,anaerobe
,,,,,2866239221,
,,,,,GCA_003957255,
145,"B 5329","DSM 15541, CCUG 27420, CIP 105739, LMG 18293, CCM 4738",1,"Actinotignum schaalii",1120932.3,anaerobe
,,,,,2524614731,microaerophile
,,,,,2585427650,
,,,,,59505.5,
,,,,,GCA_000429205,
,,,,,GCA_000724605,
146,R9242,"KCTC 15231, DSM 15805, CCUG 46093, CIP 107424",1,"Actinotignum urinale",1120933.3,anaerobe
,,,,,2524614758,
,,,,,ATUY00000000,
,,,,,GCA_000420445,
131515,KB18,"DSM 26090, KCTC 15540",1,"Acutalibacter muris",1796620.3,anaerobe
,,,,,2757320831,
,,,,,GCA_002201475,
,,,,,GCA_016697365,
166457,PTG4-2,"MCCC 1A01274, KCTC 52323",1,"Acuticoccus sediminis",2590020.3,aerobe
,,,,,2590021.3,
,,,,,2590022.3,
,,,,,2590551.3,
,,,,,2889575115,
,,,,,317658.3,
,,,,,GCA_003258595,
,,,,,QHHQ00000000,
133587,6515J-31,"KACC 14117, NBRC 106133",1,"Adhaeribacter aerolatus",670289.3,aerobe
,,,,,GCA_007991635,
3764,MBRG1.5,"DSM 16391, NCIMB 14008",1,"Adhaeribacter aquaticus",2511231049,aerobe
,,,,,926549.3,
,,,,,GCA_000473365,
158784,17mud1-7,"KCTC 52873, NBRC 112824",1,"Adhaeribacter swui",2086471.3,aerobe
,,,,,GCA_014217805,
22982,NR06,"DSM 22242, CCUG 57646, KCTC 15365",1,"Adlercreutzia caecicola",2824484654,anaerobe
,,,,,2831651148,"obligate anaerobe"
,,,,,747645.17,
,,,,,747645.3,
,,,,,GCA_003725335,
,,,,,GCA_014192485,
,,,,,QIBY00000000,
3077,B7,"DSM 21839, CCUG 56815",1,"Adlercreutzia caecimuris",GCA_000403355,anaerobe
3072,do03,"DSM 18785, JCM 14811, AHU 1763, KCTC 15587",1,"Adlercreutzia equolifaciens subsp. celata",1121021.16,anaerobe
,,,,,1121021.3,
,,,,,2574179708,
,,,,,394340.5,
,,,,,AP024470,
,,,,,GCA_003428485,
,,,,,GCA_003726015,
,,,,,GCA_016865385,
,,,,,QVPV00000000,
3073,FJC-B9,"DSM 19450, CCUG 54925, JCM 14793, KCTC 15235",1,"Adlercreutzia equolifaciens",1384484.3,anaerobe
,,,,,2597489914,
,,,,,446660.3,
,,,,,AP013105,
,,,,,GCA_000478885,
,,,,,GCA_003428235,
3076,Mt1B8,"DSM 19490, CCUG 54980",1,"Adlercreutzia mucosicola",1121866.8,anaerobe
,,,,,2524023091,
,,,,,GCA_000422625,
131531,WCA-131-CoC-2,"DSM 29508, KCTC 15543",1,"Adlercreutzia muris",1796610.10,anaerobe
,,,,,2889625949,
,,,,,GCA_008831045,
,,,,,WAJS00000000,
383,WT001,"DSM 17095, LMG 22965, MTCC 7002",1,"Advenella kashmirensis",1036672.20,aerobe
,,,,,1036672.3,
,,,,,2515154053,
,,,,,GCA_000219915,
384,DPN7,"DSM 17166, LMG 22922",1,"Advenella mimigardefordensis",1247726.11,aerobe
,,,,,1247726.3,
,,,,,2548877156,
,,,,,GCA_000521505,
166411,,"KACC 15529, NBRC 108213, IMCC 3088",1,"Aequoribacter fuscus",CP036423,"obligate aerobe"
140229,D-24,"DSM 101732, KCTC 42708",1,"Aequorivita aquimaris",2608642109,aerobe
,,,,,GCA_001573155,
,,,,,JRWG00000000,
5479,A71,"DSM 23843, JCM 15070, KCTC 22183",1,"Aequorivita capsosiphonis",1120951.3,aerobe
,,,,,2524023070,
,,,,,AUBG00000000,
,,,,,GCA_000429125,
5477,9-3,"DSM 14238, ACAM 643, CIP 107454",1,"Aequorivita sublithincola",2509276063,"obligate aerobe"
,,,,,746697.3,
,,,,,GCA_000265385,
24014,8-1b,"DSM 26349, CGMCC 1.11023, JCM 18497",1,"Aequorivita viscosa",2622736533,aerobe
,,,,,2667527447,
,,,,,797419.3,
,,,,,797419.4,
,,,,,FNNS00000000,
,,,,,FQYV00000000,
,,,,,GCA_900106795,
,,,,,GCA_900141955,
158560,N.8,"KCTC 33824, JCM 31580",1,"Aeribacillus composti",1868734.3,aerobe
,,,,,2802428823,"obligate aerobe"
,,,,,GCA_007827555,
1766,T6,"DSM 22365, LMG 21773, NCIMB 13939, JCM 15959",1,"Aeriscardovia aeriphila",218139.3,anaerobe
,,,,,218139.4,"facultative aerobe"
,,,,,2788500099,
,,,,,2824784629,
,,,,,GCA_002259595,
,,,,,GCA_013408435,
,,,,,JACBYZ000000000,
,,,,,MWWU00000000,
226,UW06,"DSM 15819, CCM 4911, CCUG 28831, CIP 106115, JCM 18985, ATCC 48849, LMG 19525",1,"Aerococcus christensenii",2687453475,anaerobe
,,,,,2728369595,"facultative anaerobe"
,,,,,525247.5,microaerophile
,,,,,87541.3,
,,,,,AMZK00000000,
,,,,,CP014159,
,,,,,GCA_001466745,
,,,,,GCA_001543105,
224,SS-1647,"DSM 15633, CCUG 43001, CDC 348-00, CIP 106533, JCM 11549, ATCC BAA 465",1,"Aerococcus sanguinicola",119206.53,"facultative anaerobe"
,,,,,2687453481,
,,,,,CP014160,
,,,,,GCA_001543145,
227,1821/02,"DSM 21500, CCUG 52530, CECT 7139, JCM 18035, CIP 109714",1,"Aerococcus suis",2622736423,aerobe
,,,,,371602.3,"facultative anaerobe"
,,,,,FWXK00000000,microaerophile
,,,,,GCA_900176325,
155876,,"CCUG 59500",0,"Aerococcus urinae",866775.3,microaerophile
222,PUE,"CCUG 28094, CIP 103442, NCIMB 701636, DSM 20341, ATCC 29723, JCM 12519, NCDO 1636, LMG 11420, LMG 13989",1,"Aerococcus urinaeequi",1120952.3,"facultative anaerobe"
,,,,,2524614650,microaerophile
,,,,,2671180343,
,,,,,51665.4,
,,,,,AULC00000000,
,,,,,CP014162,
,,,,,GCA_000425085,
,,,,,GCA_001543205,
225,,"CCUG 42038 B, CCM 7338, DSM 15634, ATCC BAA 464, CCUG 42038b, CIP 106675, JCM 18987",1,"Aerococcus urinaehominis",128944.7,"facultative anaerobe"
,,,,,2619619005,microaerophile
,,,,,CP014163,
,,,,,GCA_900103385,
221,M1,"DSM 20340, ATCC 11563, CCM 1914, IAM 13649, JCM 20461, NCDO 1225, NCTC 8251, WDCM 00061, CCUG 4311, CIP 54.145, IAM 12302, IFO 12219, LMG 17931, NBRC 12219, NISL 7400",1,"Aerococcus viridans",1377.15,microaerophile
,,,,,1377.3,
,,,,,2684623177,
,,,,,2811995224,
,,,,,647000207,
,,,,,655812.3,
,,,,,ADNT00000000,
,,,,,CP014164,
,,,,,GCA_000178435,
,,,,,GCA_001543285,
133328,9H-4,"ZIM B1021, LMG 29165, CCM 8650, JCM 32379",1,"Aeromicrobium choanae",2708742384,"obligate aerobe"
,,,,,GCA_900167475,
,,,,,LT796768,
11056,J41,"DSM 10552, ATCC 49363, IFO 14897, NBRC 14897, NCIMB 12713, CCUG 35026, LMG 16205, JCM 8088, IMSNU 22010, KCCM 41090, KCTC 9576, VKM Ac-1324",1,"Nocardioides fastidiosus",2918376121,aerobe
,,,,,52699.6,
,,,,,GCA_017876595,
,,,,,SDPP00000000,
11064,TYLN1,"DSM 19355, CCTCC AB 206046, JCM 16538, NBRC 107625",1,"Aeromicrobium flavum",416568.3,"facultative anaerobe"
,,,,,GCA_007992115,
11062,,"DSM 22238, JCM 14732, KCTC 19207, GBS 39, Gsoil 098",1,"Aeromicrobium ginsengisoli",2866597551,aerobe
,,,,,363867.3,
,,,,,GCA_004134905,
